id,dev_domain,gender,year_joined,hacktoberfest
28273,Cybersecurity,F,2019,Yes
28274,Cloud,M,2015,Yes
28275,IOS,F,2013,Yes
28276,Cloud,M,2014,No
28277,DevOps,F,2022,Yes
28278,IOS,M,2009,No
28279,Android,F,2011,Yes
28280,Cloud,M,2021,No
28281,DevOps,M,2017,Yes
28282,Android,F,2014,No
28283,IOS,Other,2016,No
28284,Cloud,M,2014,Yes
28285,DevOps,F,2023,No
28286,Cloud,Other,2018,No
28287,Android,M,2023,Yes
28288,Web,F,2015,No
28289,Cloud,Other,2010,Yes
28290,DevOps,F,2016,No
28291,DevOps,Other,2013,No
28292,Windows,Other,2012,No
28293,Machine Learning,M,2020,No
28294,DevOps,F,2014,Yes
28295,Web,F,2013,No
28296,DevOps,Other,2017,No
28297,IOS,M,2017,Yes
28298,Cloud,Other,2022,No
28299,Cybersecurity,M,2011,No
28300,Cloud,F,2014,No
28301,Cloud,F,2008,Yes
28302,Machine Learning,Other,2010,Yes
28303,DevOps,M,2016,No
28304,IOS,F,2023,Yes
28305,Web,F,2014,No
28306,Android,Other,2022,No
28307,IOS,M,2017,No
28308,Windows,F,2017,Yes
28309,DevOps,M,2019,Yes
28310,Android,F,2012,No
28311,IOS,F,2014,Yes
28312,IOS,F,2017,Yes
28313,Cloud,Other,2012,No
28314,Machine Learning,F,2017,No
28315,Android,M,2023,Yes
28316,IOS,F,2011,Yes
28317,Android,F,2016,Yes
28318,Web,F,2013,No
28319,Cloud,M,2012,No
28320,Android,F,2011,Yes
28321,Android,F,2021,No
28322,Cloud,Other,2008,Yes
28323,DevOps,F,2009,No
28324,Cybersecurity,M,2019,No
28325,Cloud,F,2015,No
28326,Cybersecurity,M,2011,Yes
28327,Web,F,2011,No
28328,Cloud,M,2022,No
28329,IOS,F,2008,No
28330,Machine Learning,F,2022,No
28331,Cybersecurity,M,2011,No
28332,Machine Learning,F,2016,No
28333,Cloud,F,2012,Yes
28334,IOS,F,2011,No
28335,DevOps,F,2016,No
28336,Android,F,2011,Yes
28337,Web,M,2016,No
28338,Windows,F,2016,No
28339,IOS,F,2008,No
28340,IOS,F,2018,No
28341,Cybersecurity,F,2020,No
28342,Android,F,2014,No
28343,Web,F,2015,No
28344,Cybersecurity,M,2018,No
28345,DevOps,M,2013,No
28346,Android,F,2014,Yes
28347,Android,M,2015,Yes
28348,IOS,F,2014,Yes
28349,IOS,F,2009,Yes
28350,IOS,F,2018,Yes
28351,Cybersecurity,M,2009,No
28352,Windows,F,2021,Yes
28353,Cybersecurity,F,2016,Yes
28354,Cloud,M,2017,No
28355,DevOps,M,2020,Yes
28356,Cybersecurity,F,2009,Yes
28357,IOS,M,2011,Yes
28358,Cloud,M,2022,No
28359,Machine Learning,Other,2017,Yes
28360,DevOps,M,2015,No
28361,DevOps,F,2011,No
28362,Web,M,2009,Yes
28363,Android,M,2016,Yes
28364,DevOps,M,2015,Yes
28365,Cloud,M,2013,No
28366,DevOps,F,2020,No
28367,Web,M,2009,Yes
28368,DevOps,M,2011,No
28369,IOS,M,2023,No
28370,Cloud,F,2012,Yes
28371,Windows,Other,2008,Yes
28372,Machine Learning,F,2022,No
28373,Web,M,2016,No
28374,Web,M,2016,No
28375,Machine Learning,F,2016,No
28376,Web,M,2011,No
28377,Machine Learning,M,2009,Yes
28378,Machine Learning,M,2017,No
28379,DevOps,M,2012,Yes
28380,Machine Learning,F,2017,No
28381,Android,M,2023,Yes
28382,IOS,M,2013,No
28383,Web,M,2012,No
28384,DevOps,F,2017,Yes
28385,DevOps,F,2021,No
28386,Cybersecurity,F,2015,Yes
28387,Cloud,F,2016,No
28388,Web,M,2008,Yes
28389,DevOps,M,2019,Yes
28390,IOS,M,2011,No
28391,Cybersecurity,F,2008,No
28392,Windows,M,2012,Yes
28393,Windows,F,2014,No
28394,Machine Learning,M,2023,No
28395,Android,M,2023,No
28396,Cloud,F,2010,Yes
28397,Android,Other,2023,No
28398,Machine Learning,M,2009,No
28399,Cybersecurity,F,2018,No
28400,Cybersecurity,M,2016,Yes
28401,Machine Learning,Other,2021,No
28402,Machine Learning,M,2017,No
28403,Web,M,2009,Yes
28404,DevOps,F,2016,No
28405,DevOps,Other,2011,Yes
28406,Android,M,2008,No
28407,IOS,F,2010,No
28408,Cybersecurity,F,2019,Yes
28409,Android,F,2010,Yes
28410,Machine Learning,F,2015,No
28411,Machine Learning,Other,2014,Yes
28412,Machine Learning,Other,2013,No
28413,Machine Learning,M,2019,No
28414,Cybersecurity,Other,2011,Yes
28415,Machine Learning,M,2013,Yes
28416,IOS,M,2013,No
28417,Cloud,Other,2010,Yes
28418,Windows,F,2021,No
28419,Windows,F,2019,Yes
28420,IOS,Other,2022,Yes
28421,Windows,F,2015,No
28422,Machine Learning,F,2022,Yes
28423,IOS,Other,2008,No
28424,Cloud,M,2023,Yes
28425,IOS,F,2020,Yes
28426,IOS,F,2008,No
28427,Cybersecurity,F,2017,No
28428,Windows,F,2022,No
28429,Android,M,2016,Yes
28430,Web,Other,2018,Yes
28431,Cybersecurity,F,2019,No
28432,Cloud,F,2021,No
28433,Machine Learning,F,2011,Yes
28434,Cloud,M,2023,No
28435,Cybersecurity,M,2013,No
28436,Windows,M,2008,No
28437,Windows,M,2008,Yes
28438,Web,F,2010,Yes
28439,Android,F,2012,No
28440,Cybersecurity,Other,2022,Yes
28441,Machine Learning,M,2010,No
28442,Android,M,2014,Yes
28443,Machine Learning,M,2008,Yes
28444,Cloud,F,2020,Yes
28445,IOS,F,2015,No
28446,DevOps,Other,2020,Yes
28447,Windows,F,2009,Yes
28448,Machine Learning,F,2016,No
28449,Machine Learning,M,2017,No
28450,Windows,F,2008,No
28451,Web,Other,2015,No
28452,Machine Learning,M,2017,No
28453,Web,M,2011,No
28454,Machine Learning,M,2021,Yes
28455,Web,M,2008,No
28456,IOS,Other,2018,Yes
28457,Web,F,2022,Yes
28458,Machine Learning,F,2015,No
28459,Cybersecurity,M,2021,No
28460,Cybersecurity,Other,2010,Yes
28461,Web,F,2021,Yes
28462,Windows,F,2015,No
28463,Cloud,Other,2013,No
28464,Cloud,F,2020,Yes
28465,DevOps,F,2022,No
28466,Machine Learning,F,2012,Yes
28467,IOS,M,2021,No
28468,Android,F,2020,No
28469,Machine Learning,F,2023,Yes
28470,Web,F,2014,Yes
28471,Android,M,2012,No
28472,Android,F,2009,No
28473,Windows,M,2017,Yes
28474,Web,F,2015,Yes
28475,Android,M,2020,No
28476,Windows,F,2008,Yes
28477,Cloud,Other,2010,Yes
28478,Cybersecurity,F,2017,Yes
28479,Android,M,2019,Yes
28480,DevOps,Other,2021,Yes
28481,DevOps,M,2010,Yes
28482,IOS,M,2011,No
28483,Cybersecurity,F,2009,No
28484,Cybersecurity,M,2009,Yes
28485,Machine Learning,M,2021,No
28486,Windows,F,2012,No
28487,Windows,F,2012,No
28488,Cloud,F,2013,No
28489,Windows,F,2019,Yes
28490,DevOps,F,2019,No
28491,Windows,M,2018,No
28492,Android,M,2023,No
28493,Web,F,2014,No
28494,Cybersecurity,M,2022,No
28495,Cybersecurity,M,2016,No
28496,Machine Learning,M,2021,Yes
28497,IOS,Other,2012,No
28498,Windows,F,2012,No
28499,Web,F,2022,No
28500,Machine Learning,M,2023,Yes
28501,Android,M,2023,No
28502,Cybersecurity,F,2018,No
28503,Machine Learning,M,2021,Yes
28504,Android,M,2014,No
28505,Android,F,2009,No
28506,Android,M,2012,Yes
28507,Windows,F,2019,No
28508,Android,Other,2009,No
28509,Windows,F,2018,No
28510,Windows,F,2015,Yes
28511,Web,M,2019,No
28512,Windows,F,2023,Yes
28513,Web,M,2018,No
28514,IOS,Other,2017,No
28515,Cybersecurity,F,2020,No
28516,IOS,F,2018,Yes
28517,Windows,F,2009,Yes
28518,Cybersecurity,F,2017,No
28519,Web,F,2023,Yes
28520,Web,M,2012,Yes
28521,Windows,F,2008,Yes
28522,DevOps,F,2011,No
28523,Cloud,Other,2015,No
28524,DevOps,Other,2022,Yes
28525,Cybersecurity,F,2018,No
28526,DevOps,M,2014,No
28527,Android,F,2017,Yes
28528,Cybersecurity,F,2011,No
28529,Android,M,2010,No
28530,Android,Other,2019,No
28531,Web,M,2008,Yes
28532,Windows,Other,2017,Yes
28533,Web,M,2019,Yes
28534,Android,Other,2012,Yes
28535,DevOps,M,2013,No
28536,Machine Learning,F,2014,Yes
28537,DevOps,F,2009,No
28538,Cloud,F,2016,Yes
28539,IOS,Other,2012,No
28540,Machine Learning,M,2020,Yes
28541,Windows,M,2010,Yes
28542,Cybersecurity,M,2011,Yes
28543,Cloud,Other,2012,Yes
28544,IOS,M,2016,Yes
28545,Cybersecurity,M,2009,No
28546,Cloud,F,2013,Yes
28547,Web,Other,2023,Yes
28548,Web,F,2012,Yes
28549,Web,Other,2009,No
28550,Android,M,2017,Yes
28551,DevOps,M,2021,No
28552,DevOps,F,2022,Yes
28553,Cybersecurity,M,2020,No
28554,Android,M,2020,Yes
28555,Machine Learning,M,2020,No
28556,Cybersecurity,M,2018,Yes
28557,Cloud,M,2022,Yes
28558,Windows,M,2019,Yes
28559,Windows,M,2010,No
28560,Web,F,2017,Yes
28561,Web,F,2018,Yes
28562,Machine Learning,M,2022,No
28563,Windows,F,2017,Yes
28564,Cloud,F,2008,Yes
28565,Windows,F,2015,Yes
28566,Windows,F,2018,No
28567,Cloud,M,2023,Yes
28568,IOS,Other,2009,Yes
28569,Android,M,2012,No
28570,Web,M,2008,Yes
28571,Cloud,F,2013,No
28572,Cybersecurity,M,2009,Yes
28573,IOS,M,2010,No
28574,Cloud,M,2020,Yes
28575,Cloud,M,2020,No
28576,Windows,M,2009,Yes
28577,Machine Learning,M,2008,Yes
28578,IOS,Other,2015,Yes
28579,Android,Other,2019,Yes
28580,Machine Learning,M,2020,No
28581,IOS,Other,2023,Yes
28582,Cybersecurity,M,2022,Yes
28583,Windows,M,2020,No
28584,Cybersecurity,F,2013,Yes
28585,Web,F,2021,No
28586,IOS,M,2016,Yes
28587,Cybersecurity,F,2023,Yes
28588,Machine Learning,M,2012,Yes
28589,DevOps,M,2011,Yes
28590,IOS,Other,2019,No
28591,Cloud,Other,2013,Yes
28592,Windows,F,2010,Yes
28593,Cybersecurity,M,2012,Yes
28594,Windows,Other,2022,No
28595,Windows,F,2011,Yes
28596,Machine Learning,M,2021,No
28597,DevOps,F,2009,No
28598,Web,Other,2013,No
28599,Cloud,M,2020,No
28600,IOS,F,2019,Yes
28601,Cloud,M,2008,Yes
28602,IOS,Other,2016,No
28603,IOS,M,2019,Yes
28604,Windows,Other,2017,No
28605,Web,F,2023,Yes
28606,IOS,M,2009,Yes
28607,Android,F,2020,Yes
28608,Web,M,2016,Yes
28609,Windows,F,2021,Yes
28610,IOS,F,2013,No
28611,Windows,F,2021,Yes
28612,Android,Other,2010,Yes
28613,Cybersecurity,M,2010,Yes
28614,Android,M,2021,No
28615,Cybersecurity,F,2009,Yes
28616,IOS,M,2008,No
28617,Cybersecurity,M,2020,Yes
28618,Windows,F,2013,No
28619,Cybersecurity,F,2016,Yes
28620,Cybersecurity,F,2010,No
28621,Machine Learning,Other,2023,No
28622,Cybersecurity,F,2015,No
28623,DevOps,Other,2021,No
28624,Cloud,F,2013,Yes
28625,DevOps,M,2023,Yes
28626,IOS,F,2021,Yes
28627,IOS,Other,2020,No
28628,Cybersecurity,F,2017,No
28629,IOS,M,2020,No
28630,Cybersecurity,Other,2015,Yes
28631,Cloud,M,2009,Yes
28632,Windows,F,2016,No
28633,Cloud,Other,2014,Yes
28634,Machine Learning,M,2008,Yes
28635,DevOps,F,2017,Yes
28636,Cybersecurity,F,2008,Yes
28637,Web,F,2016,No
28638,Windows,M,2009,Yes
28639,Android,F,2014,Yes
28640,Android,M,2023,No
28641,Android,F,2023,Yes
28642,IOS,F,2012,No
28643,Web,M,2018,Yes
28644,DevOps,M,2022,No
28645,Machine Learning,F,2008,Yes
28646,Cloud,M,2023,No
28647,Windows,F,2022,Yes
28648,Cybersecurity,M,2009,No
28649,Android,F,2023,No
28650,DevOps,M,2014,Yes
28651,Cybersecurity,M,2010,Yes
28652,Android,F,2015,Yes
28653,Windows,F,2017,No
28654,DevOps,M,2013,Yes
28655,Android,M,2021,No
28656,Machine Learning,M,2010,Yes
28657,Machine Learning,M,2011,No
28658,Cloud,F,2023,No
28659,DevOps,M,2012,Yes
28660,IOS,M,2019,No
28661,Machine Learning,F,2014,Yes
28662,IOS,F,2014,No
28663,Web,F,2011,No
28664,Web,F,2017,No
28665,Android,F,2021,No
28666,IOS,M,2016,No
28667,Cloud,F,2021,Yes
28668,Web,M,2023,No
28669,IOS,M,2022,No
28670,Machine Learning,F,2021,Yes
28671,IOS,F,2016,Yes
28672,Windows,F,2023,No
28673,Web,M,2012,Yes
28674,Cloud,M,2012,Yes
28675,Windows,M,2014,No
28676,Android,F,2016,Yes
28677,Web,F,2016,Yes
28678,Cloud,F,2020,Yes
28679,Web,M,2009,No
28680,Web,F,2010,Yes
28681,DevOps,M,2020,No
28682,IOS,Other,2015,Yes
28683,DevOps,F,2022,Yes
28684,Cybersecurity,M,2023,No
28685,Cybersecurity,M,2014,No
28686,Cybersecurity,F,2015,Yes
28687,IOS,M,2021,No
28688,Cloud,F,2023,No
28689,Android,F,2014,No
28690,Android,F,2010,No
28691,Web,F,2016,No
28692,Cloud,F,2010,Yes
28693,Cloud,M,2023,Yes
28694,Windows,M,2010,Yes
28695,Web,M,2011,No
28696,IOS,M,2013,No
28697,Android,F,2014,Yes
28698,Cybersecurity,Other,2019,Yes
28699,Web,F,2010,Yes
28700,Cloud,F,2020,No
28701,Web,F,2022,No
28702,Cloud,M,2020,Yes
28703,Android,M,2019,No
28704,Machine Learning,F,2011,Yes
28705,DevOps,F,2022,No
28706,Cybersecurity,Other,2021,No
28707,Machine Learning,F,2023,Yes
28708,Machine Learning,F,2021,No
28709,Cloud,M,2023,Yes
28710,Machine Learning,F,2008,Yes
28711,IOS,M,2016,Yes
28712,IOS,F,2021,Yes
28713,Cybersecurity,M,2015,Yes
28714,Android,F,2013,No
28715,Cybersecurity,M,2017,No
28716,Android,F,2011,Yes
28717,IOS,F,2014,No
28718,Web,Other,2018,Yes
28719,IOS,Other,2020,No
28720,Machine Learning,F,2013,Yes
28721,DevOps,M,2018,Yes
28722,Machine Learning,F,2016,No
28723,Web,M,2008,Yes
28724,Cybersecurity,M,2020,Yes
28725,DevOps,F,2022,Yes
28726,Cloud,F,2023,Yes
28727,Cloud,M,2017,No
28728,DevOps,M,2023,No
28729,DevOps,M,2011,Yes
28730,Cybersecurity,F,2015,Yes
28731,IOS,M,2020,No
28732,Android,M,2019,No
28733,Cybersecurity,M,2008,Yes
28734,IOS,M,2010,No
28735,IOS,F,2010,Yes
28736,Cybersecurity,Other,2011,No
28737,IOS,M,2022,No
28738,Web,M,2020,No
28739,Windows,F,2015,No
28740,Cybersecurity,F,2021,Yes
28741,Windows,F,2012,No
28742,Cloud,M,2013,No
28743,Android,Other,2016,No
28744,Windows,F,2008,Yes
28745,Web,Other,2009,Yes
28746,IOS,Other,2022,Yes
28747,Android,M,2017,No
28748,Cybersecurity,M,2009,Yes
28749,Cybersecurity,M,2022,Yes
28750,DevOps,M,2008,No
28751,Web,Other,2012,Yes
28752,Android,F,2009,No
28753,Machine Learning,F,2017,No
28754,Web,F,2012,No
28755,Windows,M,2013,Yes
28756,Web,M,2022,No
28757,Machine Learning,M,2013,No
28758,Cloud,F,2012,No
28759,Web,M,2012,No
28760,IOS,Other,2012,No
28761,Cybersecurity,F,2010,Yes
28762,Android,Other,2010,Yes
28763,Cloud,F,2018,No
28764,Windows,M,2013,Yes
28765,Machine Learning,F,2010,No
28766,Windows,M,2023,Yes
28767,Cloud,M,2023,No
28768,DevOps,M,2020,No
28769,Cybersecurity,M,2010,Yes
28770,Machine Learning,M,2008,Yes
28771,Cloud,M,2014,Yes
28772,DevOps,F,2014,No
28773,Cloud,F,2010,No
28774,DevOps,F,2014,Yes
28775,Cloud,Other,2020,No
28776,Android,F,2009,Yes
28777,Cybersecurity,F,2011,Yes
28778,DevOps,Other,2013,Yes
28779,Web,M,2018,Yes
28780,Web,F,2023,Yes
28781,Web,M,2014,Yes
28782,Cybersecurity,M,2012,No
28783,Cybersecurity,F,2020,Yes
28784,DevOps,F,2012,Yes
28785,Cloud,F,2010,No
28786,Windows,Other,2020,No
28787,Windows,M,2017,No
28788,IOS,F,2008,Yes
28789,Cloud,F,2018,No
28790,Machine Learning,Other,2016,Yes
28791,Cloud,F,2018,No
28792,Android,Other,2008,No
28793,IOS,M,2009,Yes
28794,Machine Learning,F,2015,No
28795,Android,M,2019,No
28796,DevOps,F,2017,No
28797,Machine Learning,Other,2008,No
28798,Windows,F,2015,No
28799,IOS,Other,2019,No
28800,Android,F,2021,No
28801,IOS,Other,2018,No
28802,DevOps,M,2022,No
28803,Web,F,2023,No
28804,IOS,Other,2018,No
28805,DevOps,Other,2022,No
28806,Cybersecurity,F,2018,Yes
28807,Machine Learning,M,2015,Yes
28808,Android,F,2018,No
28809,Windows,F,2017,No
28810,Android,F,2019,No
28811,Cloud,Other,2011,Yes
28812,Cloud,Other,2016,No
28813,Machine Learning,F,2009,No
28814,Cloud,M,2010,Yes
28815,Cloud,M,2010,Yes
28816,Cybersecurity,F,2012,Yes
28817,Cloud,M,2021,No
28818,Machine Learning,F,2021,Yes
28819,IOS,Other,2011,No
28820,Android,M,2016,No
28821,Cybersecurity,M,2020,Yes
28822,Cybersecurity,F,2020,Yes
28823,IOS,M,2019,No
28824,Machine Learning,F,2015,Yes
28825,Web,M,2019,No
28826,DevOps,Other,2014,Yes
28827,Cybersecurity,M,2018,No
28828,Cloud,F,2020,Yes
28829,Cloud,M,2015,No
28830,Windows,M,2015,Yes
28831,Cybersecurity,F,2023,No
28832,Web,F,2022,No
28833,Cloud,M,2010,No
28834,Web,M,2014,No
28835,IOS,F,2017,No
28836,Android,F,2009,No
28837,Cybersecurity,F,2011,Yes
28838,Cloud,M,2018,Yes
28839,Cloud,F,2021,No
28840,Windows,M,2014,No
28841,Web,F,2014,No
28842,Cloud,M,2008,No
28843,IOS,M,2023,No
28844,Windows,F,2011,Yes
28845,Machine Learning,Other,2021,No
28846,IOS,F,2010,Yes
28847,IOS,F,2023,No
28848,Cloud,Other,2016,Yes
28849,Android,F,2018,No
28850,Cybersecurity,F,2015,No
28851,Cybersecurity,M,2019,Yes
28852,Windows,Other,2010,Yes
28853,Cybersecurity,F,2022,No
28854,DevOps,F,2023,No
28855,Windows,F,2020,No
28856,IOS,F,2009,No
28857,Android,M,2016,No
28858,Windows,Other,2021,Yes
28859,Machine Learning,M,2022,No
28860,Android,M,2021,No
28861,Windows,M,2019,No
28862,Web,M,2017,No
28863,Cloud,M,2022,No
28864,Android,M,2009,No
28865,IOS,F,2009,Yes
28866,Android,M,2017,No
28867,DevOps,M,2016,Yes
28868,Windows,M,2022,No
28869,IOS,F,2023,Yes
28870,Machine Learning,M,2023,No
28871,Web,M,2012,Yes
28872,DevOps,M,2015,Yes
28873,Windows,F,2008,Yes
28874,IOS,M,2014,No
28875,Cybersecurity,F,2009,Yes
28876,Cloud,F,2010,No
28877,Machine Learning,M,2022,Yes
28878,IOS,M,2013,Yes
28879,Web,F,2023,No
28880,Cloud,M,2009,No
28881,Android,M,2021,No
28882,Machine Learning,F,2010,Yes
28883,Windows,M,2022,Yes
28884,IOS,M,2022,Yes
28885,IOS,M,2008,No
28886,DevOps,Other,2022,No
28887,Cloud,F,2022,Yes
28888,IOS,F,2012,Yes
28889,Android,M,2015,No
28890,Web,M,2022,Yes
28891,Cybersecurity,Other,2021,No
28892,Windows,M,2020,No
28893,Cloud,F,2017,Yes
28894,Cloud,F,2014,No
28895,DevOps,M,2015,Yes
28896,Cloud,M,2010,Yes
28897,Machine Learning,Other,2010,Yes
28898,Cloud,M,2014,No
28899,Cybersecurity,Other,2008,No
28900,Cloud,M,2010,No
28901,Web,M,2012,Yes
28902,Cloud,M,2016,Yes
28903,Android,M,2021,Yes
28904,DevOps,F,2011,Yes
28905,Web,M,2013,Yes
28906,Web,F,2011,No
28907,Machine Learning,Other,2022,No
28908,Cloud,M,2022,Yes
28909,Windows,Other,2008,No
28910,Cloud,F,2014,No
28911,Windows,M,2023,Yes
28912,DevOps,M,2016,No
28913,IOS,Other,2012,Yes
28914,Android,M,2017,Yes
28915,Windows,Other,2014,No
28916,Cloud,M,2018,No
28917,Machine Learning,Other,2017,No
28918,Cybersecurity,M,2008,No
28919,Windows,F,2018,No
28920,Android,M,2014,No
28921,Machine Learning,F,2019,No
28922,DevOps,F,2013,No
28923,Cloud,F,2016,Yes
28924,Web,M,2021,Yes
28925,Android,M,2019,Yes
28926,Cloud,M,2008,No
28927,Cybersecurity,Other,2018,Yes
28928,Web,F,2023,Yes
28929,Web,M,2013,No
28930,Cybersecurity,F,2008,No
28931,DevOps,Other,2015,Yes
28932,Machine Learning,Other,2015,Yes
28933,Cloud,Other,2023,No
28934,Web,M,2019,Yes
28935,IOS,F,2014,Yes
28936,Machine Learning,M,2009,No
28937,Web,M,2016,No
28938,Web,F,2016,No
28939,Windows,F,2020,Yes
28940,DevOps,M,2009,Yes
28941,Cloud,F,2019,Yes
28942,Machine Learning,M,2012,No
28943,DevOps,F,2022,No
28944,Cloud,M,2019,Yes
28945,DevOps,F,2023,No
28946,IOS,F,2009,Yes
28947,IOS,M,2009,No
28948,Machine Learning,M,2016,Yes
28949,DevOps,F,2017,Yes
28950,Windows,F,2014,No
28951,Cloud,Other,2023,Yes
28952,Cybersecurity,F,2016,Yes
28953,Cloud,M,2008,Yes
28954,IOS,F,2021,Yes
28955,Windows,F,2023,No
28956,Cloud,M,2022,Yes
28957,Machine Learning,F,2023,Yes
28958,Cloud,F,2014,No
28959,Android,M,2011,No
28960,Machine Learning,F,2019,Yes
28961,Web,M,2014,No
28962,Cloud,M,2014,No
28963,Cybersecurity,M,2015,Yes
28964,Cybersecurity,M,2009,No
28965,Android,M,2010,No
28966,Cloud,F,2020,No
28967,Windows,Other,2015,No
28968,Web,F,2016,No
28969,Cybersecurity,M,2014,Yes
28970,Cybersecurity,F,2017,Yes
28971,Android,Other,2017,Yes
28972,DevOps,F,2014,Yes
28973,Android,M,2016,Yes
28974,Cloud,F,2022,Yes
28975,IOS,M,2010,No
28976,Windows,M,2008,No
28977,Cybersecurity,M,2021,Yes
28978,Machine Learning,F,2016,No
28979,Android,F,2012,No
28980,Cybersecurity,M,2015,No
28981,Windows,M,2016,Yes
28982,DevOps,Other,2020,No
28983,Machine Learning,F,2008,Yes
28984,Cloud,M,2010,Yes
28985,Windows,M,2019,No
28986,Windows,M,2009,No
28987,Cybersecurity,Other,2008,No
28988,Cloud,F,2020,Yes
28989,Cloud,M,2023,No
28990,Cloud,M,2021,No
28991,DevOps,M,2015,No
28992,Android,M,2012,No
28993,Windows,Other,2009,No
28994,Cybersecurity,M,2023,No
28995,Machine Learning,F,2013,No
28996,DevOps,Other,2008,No
28997,Cloud,F,2012,Yes
28998,Web,M,2013,No
28999,Web,F,2009,Yes
29000,Windows,Other,2023,No
29001,Web,M,2019,No
29002,Windows,M,2010,Yes
29003,DevOps,Other,2016,No
29004,Cybersecurity,M,2008,No
29005,Android,M,2023,No
29006,Cybersecurity,F,2009,Yes
29007,Cybersecurity,Other,2016,Yes
29008,Machine Learning,Other,2021,No
29009,Cybersecurity,M,2008,No
29010,Windows,F,2020,Yes
29011,Web,Other,2016,No
29012,DevOps,M,2023,No
29013,Machine Learning,F,2010,Yes
29014,Windows,F,2012,No
29015,Cybersecurity,F,2011,Yes
29016,DevOps,F,2014,Yes
29017,Machine Learning,M,2010,No
29018,Android,F,2020,Yes
29019,Machine Learning,F,2016,No
29020,Android,F,2018,Yes
29021,Web,M,2008,Yes
29022,IOS,F,2013,No
29023,Cybersecurity,F,2009,Yes
29024,DevOps,F,2023,No
29025,Cloud,M,2015,No
29026,Windows,F,2017,No
29027,Web,F,2014,No
29028,DevOps,F,2020,Yes
29029,Windows,F,2012,No
29030,Android,M,2014,No
29031,Cybersecurity,F,2020,No
29032,Windows,F,2011,No
29033,Android,M,2013,Yes
29034,Cybersecurity,Other,2013,Yes
29035,IOS,M,2008,Yes
29036,Android,M,2011,No
29037,Android,M,2015,No
29038,Cybersecurity,M,2018,No
29039,Web,M,2008,No
29040,Web,F,2020,Yes
29041,Machine Learning,M,2010,No
29042,Cloud,M,2011,No
29043,DevOps,M,2014,No
29044,IOS,Other,2016,Yes
29045,Cybersecurity,F,2019,Yes
29046,Windows,M,2015,Yes
29047,IOS,F,2019,No
29048,IOS,M,2008,Yes
29049,Android,F,2017,Yes
29050,Android,Other,2018,No
29051,DevOps,M,2014,No
29052,DevOps,Other,2017,No
29053,IOS,Other,2019,No
29054,Cloud,M,2017,No
29055,Web,F,2015,Yes
29056,Cybersecurity,F,2015,No
29057,DevOps,M,2008,No
29058,Cloud,F,2015,No
29059,Machine Learning,F,2012,Yes
29060,Cloud,Other,2011,No
29061,Cybersecurity,M,2008,Yes
29062,Cloud,F,2022,Yes
29063,IOS,Other,2012,No
29064,Android,M,2018,Yes
29065,DevOps,Other,2018,No
29066,Web,M,2014,Yes
29067,Machine Learning,F,2009,No
29068,DevOps,F,2016,Yes
29069,Android,F,2013,Yes
29070,Android,M,2008,Yes
29071,Web,F,2019,Yes
29072,DevOps,Other,2021,Yes
29073,DevOps,F,2012,No
29074,Machine Learning,Other,2019,No
29075,DevOps,F,2014,Yes
29076,DevOps,F,2008,No
29077,IOS,M,2023,Yes
29078,IOS,M,2013,No
29079,IOS,F,2016,No
29080,Cloud,M,2012,No
29081,Windows,M,2016,No
29082,Windows,F,2018,No
29083,Android,Other,2011,Yes
29084,Cloud,M,2023,Yes
29085,Web,F,2020,No
29086,Cloud,M,2011,No
29087,IOS,Other,2011,No
29088,Android,F,2018,No
29089,IOS,Other,2009,Yes
29090,Cybersecurity,M,2021,No
29091,Android,Other,2017,Yes
29092,IOS,Other,2010,Yes
29093,Windows,F,2011,Yes
29094,IOS,M,2022,No
29095,Machine Learning,F,2019,Yes
29096,IOS,F,2009,No
29097,Cloud,M,2015,No
29098,IOS,F,2012,No
29099,Cloud,Other,2016,No
29100,Machine Learning,F,2016,Yes
29101,Windows,F,2020,Yes
29102,Web,F,2014,No
29103,Cloud,M,2020,No
29104,DevOps,Other,2023,No
29105,IOS,M,2010,No
29106,Web,Other,2013,Yes
29107,DevOps,F,2015,Yes
29108,Cloud,F,2010,No
29109,Cybersecurity,F,2008,No
29110,Cloud,M,2011,No
29111,Windows,F,2008,No
29112,Windows,F,2014,Yes
29113,DevOps,M,2011,Yes
29114,Machine Learning,Other,2017,Yes
29115,IOS,M,2022,No
29116,Windows,F,2013,No
29117,Web,F,2009,Yes
29118,Windows,F,2023,Yes
29119,Windows,M,2013,No
29120,Android,M,2009,Yes
29121,Cloud,M,2014,No
29122,Web,F,2023,No
29123,Cybersecurity,F,2019,No
29124,Web,F,2021,No
29125,IOS,F,2011,No
29126,IOS,M,2016,No
29127,IOS,F,2008,Yes
29128,Machine Learning,M,2012,Yes
29129,IOS,M,2019,Yes
29130,Cybersecurity,Other,2014,Yes
29131,DevOps,M,2015,Yes
29132,Android,M,2015,Yes
29133,Android,Other,2015,No
29134,IOS,F,2008,No
29135,Machine Learning,M,2022,No
29136,Android,F,2023,Yes
29137,Machine Learning,M,2020,No
29138,Android,Other,2021,Yes
29139,Cybersecurity,M,2021,Yes
29140,Windows,M,2019,Yes
29141,DevOps,M,2016,No
29142,Android,Other,2016,Yes
29143,Android,Other,2018,No
29144,Cybersecurity,M,2019,Yes
29145,IOS,F,2022,Yes
29146,Android,M,2009,Yes
29147,Windows,M,2020,Yes
