id,page_type,year_established,country
21549,tvshow,2007,Vietnam
21550,tvshow,2010,Canada
21551,company,2021,Dominica
21552,government,2002,Papua New Guinea
21553,company,2022,Korea North
21554,politician,2004,Chad
21555,politician,2004,Slovenia
21556,politician,2004,Turkey
21557,politician,2005,Antigua & Deps
21558,company,2002,Guinea-Bissau
21559,tvshow,2013,Italy
21560,government,2004,Lebanon
21561,company,2021,Malaysia
21562,government,2020,Ecuador
21563,company,2020,Croatia
21564,tvshow,2015,Djibouti
21565,tvshow,2004,Bahrain
21566,politician,2014,Rwanda
21567,company,2015,Italy
21568,politician,2016,Macedonia
21569,government,2004,Rwanda
21570,government,2003,Liechtenstein
21571,company,2013,Luxembourg
21572,company,2008,Solomon Islands
21573,government,2019,Latvia
21574,government,2004,Macedonia
21575,government,2014,Ghana
21576,politician,2008,Ivory Coast
21577,politician,2009,Cuba
21578,politician,2008,Burkina
21579,tvshow,2005,Uganda
21580,politician,2022,Vietnam
21581,company,2006,China
21582,company,2016,Indonesia
21583,government,2018,Montenegro
21584,government,2006,El Salvador
21585,tvshow,2020,Argentina
21586,politician,2014,India
21587,company,2004,Rwanda
21588,government,2013,Qatar
21589,tvshow,2003,Lebanon
21590,politician,2019,Guatemala
21591,company,2018,Mauritania
21592,politician,2020,Monaco
21593,company,2007,Grenada
21594,company,2021,Turkey
21595,government,2003,Algeria
21596,politician,2010,Suriname
21597,politician,2010,Kuwait
21598,government,2014,Israel
21599,government,2019,France
21600,company,2010,Cuba
21601,politician,2013,Barbados
21602,tvshow,2018,Iraq
21603,government,2016,Grenada
21604,tvshow,2003,Congo
21605,government,2015,Afghanistan
21606,government,2017,Panama
21607,politician,2016,Croatia
21608,tvshow,2002,Syria
21609,tvshow,2004,Moldova
21610,politician,2005,Madagascar
21611,politician,2004,Switzerland
21612,politician,2008,Mauritania
21613,politician,2017,Tonga
21614,politician,2004,Kosovo
21615,government,2009,Trinidad & Tobago
21616,government,2004,Brunei
21617,company,2021,Ghana
21618,tvshow,2004,Montenegro
21619,company,2020,Equatorial Guinea
21620,politician,2008,Israel
21621,government,2011,Singapore
21622,government,2013,Korea South
21623,politician,2016,Madagascar
21624,company,2016,Maldives
21625,company,2004,Albania
21626,government,2010,Niger
21627,tvshow,2022,Sudan
21628,politician,2022,South Sudan
21629,government,2004,Solomon Islands
21630,government,2013,Argentina
21631,politician,2015,Cameroon
21632,government,2014,Turkey
21633,company,2011,Grenada
21634,company,2011,St Kitts & Nevis
21635,government,2006,Qatar
21636,company,2003,Poland
21637,tvshow,2003,Mauritania
21638,company,2015,Nepal
21639,company,2011,Japan
21640,company,2015,San Marino
21641,company,2013,Moldova
21642,company,2014,Taiwan
21643,politician,2003,Hungary
21644,company,2015,Albania
21645,government,2014,Dominica
21646,politician,2002,Congo 
21647,company,2005,Canada
21648,politician,2015,Chad
21649,tvshow,2003,Vietnam
21650,tvshow,2019,Italy
21651,government,2019,Congo
21652,tvshow,2006,Guatemala
21653,tvshow,2005,Mozambique
21654,company,2005,Austria
21655,government,2020,Switzerland
21656,company,2005,Bahamas
21657,politician,2005,Nepal
21658,government,2016,Switzerland
21659,government,2011,Congo
21660,company,2019,Singapore
21661,company,2008,Cameroon
21662,company,2002,Myanmar
21663,government,2020,Burundi
21664,politician,2018,Tanzania
21665,government,2007,Japan
21666,government,2018,Sudan
21667,government,2008,Benin
21668,politician,2020,Belgium
21669,politician,2020,Vanuatu
21670,government,2022,Kazakhstan
21671,government,2003,Nicaragua
21672,politician,2015,Honduras
21673,politician,2007,Bosnia Herzegovina
21674,government,2012,Bhutan
21675,company,2004,Gambia
21676,government,2016,Kiribati
21677,government,2023,Bulgaria
21678,politician,2023,South Africa
21679,company,2014,Tunisia
21680,company,2006,Zambia
21681,tvshow,2014,Switzerland
21682,politician,2015,Tanzania
21683,company,2005,Cape Verde
21684,politician,2007,Lebanon
21685,tvshow,2017,Morocco
21686,company,2021,Kenya
21687,tvshow,2021,Uzbekistan
21688,company,2005,Lesotho
21689,company,2016,Montenegro
21690,government,2018,Finland
21691,tvshow,2018,China
21692,company,2021,Grenada
21693,tvshow,2005,Jordan
21694,company,2014,Grenada
21695,tvshow,2008,Russian Federation
21696,company,2008,Bolivia
21697,company,2004,Comoros
21698,government,2015,Angola
21699,company,2014,Andorra
21700,company,2017,Afghanistan
21701,company,2009,Japan
21702,politician,2008,Estonia
21703,government,2015,Afghanistan
21704,government,2013,Colombia
21705,company,2022,Sierra Leone
21706,tvshow,2004,South Africa
21707,company,2010,Madagascar
21708,government,2004,Tuvalu
21709,company,2014,Tunisia
21710,company,2012,Lithuania
21711,company,2023,Kuwait
21712,politician,2011,Niger
21713,government,2009,Greece
21714,company,2005,Maldives
21715,government,2020,Liberia
21716,company,2011,Chile
21717,company,2009,Bangladesh
21718,government,2002,China
21719,company,2008,Yemen
21720,government,2011,Nauru
21721,politician,2014,Congo 
21722,company,2020,Austria
21723,government,2021,Marshall Islands
21724,politician,2022,Luxembourg
21725,politician,2004,Guinea
21726,company,2004,Libya
21727,tvshow,2015,Slovenia
21728,company,2018,East Timor
21729,government,2015,Morocco
21730,government,2013,Turkey
21731,politician,2006,Oman
21732,company,2002,Sri Lanka
21733,government,2022,Albania
21734,politician,2016,Tanzania
21735,company,2021,Senegal
21736,government,2011,Ethiopia
21737,government,2002,Portugal
21738,government,2015,Italy
21739,government,2017,Austria
21740,government,2008,St Lucia
21741,politician,2006,Montenegro
21742,government,2012,Burkina
21743,politician,2019,Philippines
21744,government,2008,Bhutan
21745,government,2009,San Marino
21746,company,2008,Algeria
21747,tvshow,2015,Zambia
21748,politician,2021,Angola
21749,government,2009,Kuwait
21750,company,2013,Micronesia
21751,company,2014,Azerbaijan
21752,politician,2022,Fiji
21753,government,2003,Bangladesh
21754,politician,2006,Lesotho
21755,politician,2010,Nicaragua
21756,politician,2009,Costa Rica
21757,politician,2022,Saint Vincent & the Grenadines
21758,government,2015,Togo
21759,government,2023,Mauritius
21760,company,2022,Libya
21761,government,2010,Moldova
21762,company,2018,Marshall Islands
21763,politician,2012,Central African Rep
21764,government,2019,Djibouti
21765,government,2021,Bosnia Herzegovina
21766,politician,2014,Taiwan
21767,tvshow,2018,Cuba
21768,politician,2006,Egypt
21769,government,2004,Azerbaijan
21770,company,2018,Mali
21771,politician,2013,Kyrgyzstan
21772,tvshow,2017,Myanmar
21773,government,2011,Chad
21774,tvshow,2022,Mozambique
21775,government,2015,Haiti
21776,government,2011,Malaysia
21777,politician,2016,Syria
21778,tvshow,2019,Iceland
21779,government,2021,Bahrain
21780,government,2022,Netherlands
21781,company,2019,Malaysia
21782,politician,2016,Sweden
21783,company,2013,Brunei
21784,company,2013,Philippines
21785,company,2014,Zambia
21786,politician,2018,Nigeria
21787,government,2015,Uzbekistan
21788,tvshow,2019,Algeria
21789,company,2008,Egypt
21790,company,2021,Chad
21791,government,2007,Korea South
21792,company,2019,Ivory Coast
21793,company,2006,Spain
21794,company,2014,Indonesia
21795,politician,2022,Dominica
21796,politician,2023,Belize
21797,company,2006,Sudan
21798,politician,2013,Sudan
21799,tvshow,2017,New Zealand
21800,government,2012,Kazakhstan
21801,company,2023,United Kingdom
21802,tvshow,2010,Liberia
21803,politician,2013,Ireland
21804,politician,2015,Zambia
21805,politician,2009,Mozambique
21806,company,2020,Russian Federation
21807,company,2020,Norway
21808,tvshow,2022,South Sudan
21809,government,2015,Canada
21810,government,2002,Korea North
21811,government,2022,Fiji
21812,politician,2004,Bahamas
21813,politician,2021,Ivory Coast
21814,politician,2005,Indonesia
21815,company,2003,Micronesia
21816,politician,2007,Poland
21817,tvshow,2019,Guinea-Bissau
21818,politician,2023,Slovakia
21819,government,2010,Comoros
21820,politician,2006,Russian Federation
21821,company,2012,Ghana
21822,government,2020,Nigeria
21823,government,2003,Zambia
21824,government,2018,Sweden
21825,politician,2021,Mauritius
21826,government,2004,Vietnam
21827,company,2017,Palau
21828,company,2002,Uganda
21829,politician,2015,Spain
21830,politician,2014,Latvia
21831,government,2006,Colombia
21832,tvshow,2004,Angola
21833,government,2011,Qatar
21834,company,2011,Vietnam
21835,tvshow,2022,Comoros
21836,government,2011,Antigua & Deps
21837,government,2019,Grenada
21838,government,2005,Nauru
21839,tvshow,2023,Fiji
21840,politician,2012,New Zealand
21841,company,2007,Colombia
21842,politician,2015,Malaysia
21843,tvshow,2019,Malawi
21844,company,2018,Panama
21845,company,2005,Fiji
21846,politician,2018,Benin
21847,company,2006,Trinidad & Tobago
21848,politician,2020,Belarus
21849,politician,2023,St Kitts & Nevis
21850,government,2022,Slovenia
21851,government,2007,Russian Federation
21852,tvshow,2015,Mozambique
21853,government,2002,Rwanda
21854,government,2023,Belize
21855,government,2015,Slovakia
21856,government,2005,Barbados
21857,tvshow,2018,Japan
21858,government,2009,Togo
21859,government,2015,Rwanda
21860,politician,2018,Chile
21861,company,2018,Kazakhstan
21862,company,2016,Nepal
21863,tvshow,2010,Honduras
21864,company,2008,Chad
21865,company,2003,Saint Vincent & the Grenadines
21866,tvshow,2013,Libya
21867,government,2003,Taiwan
21868,company,2006,Vanuatu
21869,tvshow,2011,Lebanon
21870,politician,2002,Bulgaria
21871,tvshow,2014,Ivory Coast
21872,company,2010,China
21873,tvshow,2008,Luxembourg
21874,company,2012,Mozambique
21875,politician,2013,Mali
21876,government,2017,Czech Republic
21877,company,2021,Norway
21878,company,2008,Mauritania
21879,government,2008,Niger
21880,company,2002,Cameroon
21881,company,2002,Iran
21882,politician,2003,Zambia
21883,company,2023,Australia
21884,government,2005,Congo 
21885,company,2020,Haiti
21886,company,2009,Lithuania
21887,politician,2004,Gabon
21888,company,2012,Indonesia
21889,tvshow,2004,Saint Vincent & the Grenadines
21890,company,2015,Qatar
21891,company,2007,Marshall Islands
21892,politician,2007,Dominica
21893,company,2015,Chad
21894,company,2002,Ivory Coast
21895,government,2005,Paraguay
21896,company,2008,New Zealand
21897,government,2019,Papua New Guinea
21898,government,2020,Solomon Islands
21899,company,2018,Bahamas
21900,politician,2010,Bulgaria
21901,politician,2021,Venezuela
21902,government,2002,Monaco
21903,tvshow,2011,Croatia
21904,politician,2004,Portugal
21905,company,2014,Uzbekistan
21906,tvshow,2012,Ireland
21907,politician,2017,Czech Republic
21908,politician,2012,Ivory Coast
21909,politician,2016,Sudan
21910,company,2022,Singapore
21911,tvshow,2015,Azerbaijan
21912,company,2017,Costa Rica
21913,government,2012,Estonia
21914,government,2023,Ivory Coast
21915,government,2011,Thailand
21916,company,2018,Kenya
21917,government,2006,Antigua & Deps
21918,government,2009,Belgium
21919,politician,2014,Vatican City
21920,tvshow,2012,Equatorial Guinea
21921,politician,2013,Israel
21922,politician,2008,Andorra
21923,politician,2012,Uganda
21924,government,2017,Lithuania
21925,government,2006,Vatican City
21926,government,2003,Thailand
21927,government,2014,Uzbekistan
21928,government,2020,Zambia
21929,politician,2008,Mongolia
21930,politician,2017,Kuwait
21931,politician,2008,Peru
21932,government,2023,South Sudan
21933,company,2005,Samoa
21934,politician,2022,Portugal
21935,politician,2004,Hungary
21936,company,2023,Sudan
21937,tvshow,2006,Antigua & Deps
21938,company,2010,Mongolia
21939,politician,2012,Slovenia
21940,government,2004,Nicaragua
21941,government,2008,Croatia
21942,company,2007,Albania
21943,company,2016,Saudi Arabia
21944,company,2023,El Salvador
21945,government,2013,Somalia
21946,politician,2011,Latvia
21947,company,2006,United Kingdom
21948,government,2004,Malaysia
21949,politician,2011,Morocco
21950,politician,2014,Iraq
21951,company,2005,Niger
21952,politician,2003,Switzerland
21953,politician,2012,Egypt
21954,tvshow,2019,Algeria
21955,company,2022,Mexico
21956,company,2004,St Kitts & Nevis
21957,company,2021,Congo 
21958,politician,2023,Qatar
21959,company,2006,Guatemala
21960,company,2015,Nigeria
21961,government,2019,Marshall Islands
21962,politician,2002,Jamaica
21963,company,2005,Grenada
21964,government,2004,Ghana
21965,company,2017,Mali
21966,government,2003,Qatar
21967,government,2019,Tonga
21968,tvshow,2013,Gabon
21969,government,2022,Yemen
21970,tvshow,2012,Palau
21971,company,2010,Tonga
21972,company,2016,Kosovo
21973,company,2012,Chile
21974,tvshow,2004,Cambodia
21975,government,2009,Iraq
21976,company,2005,Vatican City
21977,government,2022,Kyrgyzstan
21978,company,2005,Honduras
21979,tvshow,2017,Philippines
21980,company,2022,Honduras
21981,government,2004,Canada
21982,politician,2009,Sierra Leone
21983,politician,2020,Rwanda
21984,tvshow,2021,Greece
21985,government,2018,Iceland
21986,tvshow,2002,Suriname
21987,company,2021,Angola
21988,politician,2010,Kosovo
21989,tvshow,2015,Nepal
21990,politician,2017,Bahrain
21991,tvshow,2019,Mali
21992,government,2012,Malawi
21993,government,2006,Macedonia
21994,government,2023,Andorra
21995,politician,2003,Congo 
21996,politician,2016,Cambodia
21997,company,2004,Finland
21998,government,2021,Malaysia
21999,politician,2019,St Lucia
22000,tvshow,2004,Djibouti
22001,tvshow,2007,El Salvador
22002,politician,2022,Zimbabwe
22003,government,2012,Slovakia
22004,politician,2009,United Arab Emirates
22005,company,2014,Hungary
22006,politician,2007,China
22007,government,2009,Thailand
22008,government,2014,Portugal
22009,government,2022,Armenia
22010,government,2014,Burkina
22011,company,2021,Lithuania
22012,government,2010,Tuvalu
22013,government,2008,Ireland
22014,company,2018,St Kitts & Nevis
22015,politician,2016,Seychelles
22016,tvshow,2002,Latvia
22017,government,2020,Iceland
22018,tvshow,2018,China
22019,politician,2010,Mongolia
22020,company,2014,Gambia
22021,tvshow,2015,Austria
22022,government,2006,Azerbaijan
22023,government,2006,Tajikistan
22024,politician,2019,Algeria
22025,politician,2020,Philippines
22026,politician,2005,Mauritius
22027,government,2012,Kiribati
22028,politician,2022,South Sudan
22029,politician,2020,Jordan
22030,company,2015,Bahamas
22031,company,2008,Syria
22032,government,2022,Slovakia
22033,company,2003,Zambia
22034,tvshow,2010,Canada
22035,government,2020,Greece
22036,politician,2021,Lesotho
22037,government,2019,Portugal
22038,company,2020,Paraguay
22039,government,2013,Tunisia
22040,tvshow,2021,Nigeria
22041,government,2022,Laos
22042,politician,2012,Mexico
22043,government,2002,Cambodia
22044,company,2003,Cameroon
22045,politician,2013,Japan
22046,politician,2006,Senegal
22047,tvshow,2019,Sri Lanka
22048,tvshow,2010,Bangladesh
22049,politician,2019,Tonga
22050,politician,2018,Malawi
22051,tvshow,2008,Panama
22052,government,2017,Canada
22053,tvshow,2005,Micronesia
22054,company,2018,Micronesia
22055,tvshow,2013,Argentina
22056,politician,2007,Malaysia
22057,government,2019,Malaysia
22058,company,2014,Tunisia
22059,tvshow,2021,Seychelles
22060,tvshow,2007,Papua New Guinea
22061,government,2003,Bosnia Herzegovina
22062,politician,2021,Portugal
22063,company,2012,United States
22064,company,2018,Algeria
22065,politician,2004,Tunisia
22066,politician,2023,Sierra Leone
22067,company,2009,Ethiopia
22068,tvshow,2009,Fiji
22069,tvshow,2007,Greece
22070,company,2003,Gambia
22071,company,2018,South Sudan
22072,company,2017,Dominican Republic
22073,government,2019,Dominica
22074,politician,2022,Madagascar
22075,politician,2022,Ecuador
22076,government,2018,Comoros
22077,tvshow,2008,Brunei
22078,tvshow,2017,Brunei
22079,government,2007,Yemen
22080,government,2010,Colombia
22081,company,2012,Austria
22082,tvshow,2008,Ethiopia
22083,politician,2012,East Timor
22084,politician,2013,Mexico
22085,politician,2022,Yemen
22086,company,2003,Jamaica
22087,politician,2006,Tanzania
22088,company,2007,Brazil
22089,politician,2014,Nigeria
22090,politician,2009,Cambodia
22091,politician,2007,Cameroon
22092,tvshow,2012,Austria
22093,company,2013,Palau
